name;ra;dec;amplitude;beyond1std;fpr_mid20;fpr_mid35;fpr_mid50;fpr_mid65;fpr_mid80;linear_trend;max_slope;med_abs_dev;med_buf_range_per;pair_slope_trend;percent_amplitude;pdfp;skew;kurtosis;std;ls;rcorbor;magratio;data_num;object;dmjd
CSS090524:095946+340859;149.940303;34.149639;0.447792;0.571429;0.103061;0.207668;0.530767;0.853867;0.952757;-0.002189;179.814438;0.318249;1;0.5;0.421277;0.762324;0.184383;-1.257225;0.318258;0.448052;0;0.428571;7;SN;54976
CSS090523:142758+112434;216.992048;11.40947;1.099886;0.111111;0.198694;0.26781;0.296973;0.498157;0.754853;0.053014;281.211949;0.202232;0.888889;0.75;0.838108;0.856066;2.027493;2.831192;0.64186;6.423075;0.111111;0.444444;9;SN;54975
CSS090523:142406+074610;216.025044;7.769613;1.056716;0.125;0.041274;0.092247;0.176825;0.298368;0.650246;0.001635;144.193674;0.063922;0.875;0.428571;0.816747;0.815205;2.004636;2.486338;0.623392;1496.172667;0.125;0.5;8;SN;54975
CSS090518:124735+383245;191.895056;38.545911;0.616108;0.375;0.088461;0.204345;0.393924;0.664566;0.881838;-0.046229;140.282178;0.246796;1;0.571429;0.53405;0.879634;0.781391;-0.252303;0.377439;0.055658;0;0.5;8;SN;54970
CSS090518:114910+342452;177.293378;34.41472;1.054897;0.166667;0.112656;0.144004;0.175352;0.330208;0.732083;0.001766;43.404628;0.10043;1;0.6;0.805419;0.917874;1.61273;0.915522;0.697406;4.483382;0.166667;0.5;6;SN;54970
CSS090518:123459+244352;188.746454;24.731014;1.128657;0.285714;0.46063;0.775051;0.841062;0.907073;0.963318;-1.7e-05;64.558265;0.394451;1;0.5;0.820173;1.213722;0.406389;-1.567333;0.881685;13.027175;0.142857;0.428571;7;SN;54970
CSS090516:163900+175858;249.749432;17.982865;0.562045;0.25;0.216231;0.390799;0.492073;0.594552;0.852964;0.018359;94.582573;0.203341;1;0.545455;0.517913;0.767006;0.662557;-0.737326;0.341175;0.742769;0;0.5;12;SN;54968
CSS090516:104522+105717;161.342321;10.954678;0.544268;0.181818;0.060612;0.094032;0.271366;0.500806;0.690543;0.008374;146.387658;0.089445;1;0.5;0.524663;0.626289;1.408558;1.546067;0.281099;0.398962;0;0.454545;11;SN;54968
CSS090514:150635+215115;226.645119;21.85432;0.565917;0.363636;0.238688;0.428401;0.537473;0.679381;0.967605;0.026855;57.761985;0.276771;1;0.7;0.509239;0.87285;0.779712;-0.640012;0.378962;0.361045;0;0.454545;11;SN;54966
CSS090513:140015+201730;210.062114;20.291656;0.305674;0.2;0.08621;0.150868;0.215526;0.509704;0.803881;0.013849;60.097305;0.065381;1;0.25;0.535161;0.552582;-1.108205;-0.232009;0.212617;18.89828;0;0.4;5;SN;54965
CSS090513:145808+022603;224.533265;2.434424;0.668101;0.230769;0.151263;0.311586;0.537719;0.61905;0.740545;0.008172;74.486553;0.223113;1;0.583333;0.600196;0.719342;1.432933;1.904082;0.340243;1.138815;0;0.461538;13;SN;54965
CSS090430:132452-205612;201.218551;-20.936777;0.209644;0.285714;0.326936;0.547486;0.570823;0.594159;0.82718;0.020948;27.023175;0.081485;1;0.5;0.364964;0.372834;-0.494401;-1.221103;0.143436;0.087361;0;0.428571;7;SN;54952
CSS090425:144442+494345;221.17524;49.729329;0.99736;0.5;0.491989;0.699459;0.821074;0.848248;0.924559;0.042654;153.730033;0.495446;1;0.714286;0.735671;1.2975;0.303937;-1.713262;0.814094;0.098856;0;0.5;8;SN;54947
CSS090424:122451+243503;186.213119;24.584166;0.646507;0.2;0.187598;0.414931;0.50984;0.668218;0.864947;-0.002442;62.214662;0.112344;1;0.555556;0.657944;0.690128;1.235804;0.30219;0.406819;11.983902;0;0.5;10;SN;54946
CSS090423:140435+251701;211.145596;25.283561;1.244737;0.307692;0.09326;0.120779;0.216079;0.352927;0.535535;0.003648;248.147874;0.215113;1;0.666667;2.443436;1.894667;-0.1074;0.311034;0.629376;0.706;0;0.461538;13;SN;54945
CSS090422:150104+431314;225.266447;43.220516;1.575;0.365854;0.063212;0.122851;0.166743;0.337148;0.547862;0.000339;329.918033;0.43;1;0.5;4.058247;4.724052;-0.387702;-0.339417;0.826425;5.511637;0;0.487805;41;SN;54944
CSS090419:110629+240515;166.620479;24.087664;0.928933;0.4375;0.043336;0.066348;0.279456;0.724655;0.892656;0.006547;65.13298;0.295225;1;0.466667;0.88557;1.360049;0.520797;-0.320365;0.508309;4.653278;0;0.5;16;SN;54941
CSS090418:132440+163405;201.167251;16.568226;0.177528;0.375;0.05681;0.08828;0.239764;0.523265;0.80872;-0.001537;31.921899;0.029046;1;0.285714;0.179612;0.266393;0.436101;-0.556011;0.105029;0.066489;0;0.5;8;SN;54940
CSS090417:133946-212719;204.943056;-21.455356;0.397497;0.4;0.053356;0.093374;0.133391;0.458369;0.783348;0.021159;98.844383;0.052013;1;0.5;0.573077;0.671248;-0.611087;-0.452385;0.25724;0.05201;0;0.4;5;SN;54939
CSS090417:143939-071843;219.910471;-7.311926;1.221446;0.5;0.555258;0.734276;0.803604;0.8791;0.937545;7e-04;46.279335;0.699901;1;0.533333;0.858308;1.558774;0.252179;-1.612356;0.864876;5.060432;0.0625;0.5;16;SN;54939
CSS090403:144702+095737;221.759937;9.960352;0.638864;0.5;0.223096;0.375339;0.527581;0.690896;0.876359;0.046111;76.555874;0.41059;1;0.6;0.745413;1.074527;0.017117;-1.319386;0.449031;0.071318;0;0.5;6;SN;54925
CSS090403:120901-052908;182.254182;-5.485529;0.97215;0.4;0.306993;0.604079;0.700483;0.798817;0.904723;-0.013622;103.382;0.544581;1;0.555556;1.201535;1.674688;0.279942;-0.997161;0.6207;0.34708;0;0.5;10;SN;54925
CSS090328:113724+233239;174.349461;23.544077;1.325;0.333333;0.180396;0.291073;0.507672;0.629223;0.819587;6.9e-05;101.052632;0.52;1;0.529412;2.217869;1.765915;0.178069;-0.551394;0.666532;3.660953;0;0.5;18;SN;54919
CSS090327:122727+085702;186.863369;8.950615;0.434405;0.25;0.126317;0.205188;0.321923;0.480308;0.756716;0.003423;76.740266;0.108661;1;0.714286;0.411775;0.625403;0.605545;0.09562;0.24281;0.030468;0;0.5;8;SN;54918
CSS090324:135835+311252;209.644735;31.214519;1.32151;0.090909;0.178871;0.342072;0.476003;0.599692;0.732166;0.058223;97.709594;0.360339;0.909091;0.5;0.864798;1.109906;1.79667;2.689468;0.697906;1.131639;0.090909;0.454545;11;SN;54915
CSS090323:084758+340720;131.99325;34.122326;0.931549;0.416667;0.271971;0.486419;0.698958;0.80646;0.836275;0.035609;318.370494;0.498265;1;0.636364;0.827129;1.253362;0.533619;-0.759432;0.553548;0.570957;0;0.5;12;SN;54914
CSS090321:113658+450051;174.241019;45.014109;1.168284;0.357143;0.283233;0.411366;0.640089;0.743318;0.802728;0.000435;81.52298;0.544965;1;0.555556;1.568218;1.650853;0.223978;-1.196624;0.664135;5.036561;0;0.5;28;SN;54912
CSS090319:125916+271641;194.816093;27.278079;0.31885;0.571429;0.243468;0.427751;0.625487;0.823222;0.933654;0.032425;86.206569;0.192628;1;0.5;0.3363;0.497427;0.293665;-1.418992;0.22888;0.046107;0;0.428571;7;SN;54910
CSS090319:152356-081918;230.983959;-8.321732;0.881416;0.375;0.128953;0.215998;0.360812;0.81056;0.903719;0.019392;93.770656;0.251985;1;0.466667;1.590645;1.749161;-0.409709;-0.828455;0.506849;0.786147;0;0.5;16;SN;54910
CSS090319:091721-050839;139.337647;-5.14427;0.730089;0.5;0.029647;0.395041;0.885188;0.926049;0.973096;-0.004569;18.32358;0.424786;1;0.636364;1.301789;1.659015;-0.36676;-1.464609;0.549287;1.197043;0;0.5;12;SN;54910
CSS090317:143141+351058;217.920899;35.182681;0.726127;0.125;0.147251;0.352062;0.491941;0.560396;0.779087;0.034339;54.466938;0.109936;1;0.428571;0.703733;0.681826;1.603897;1.340973;0.454521;0.389941;0;0.5;8;SN;54908
CSS090317:140750+363837;211.956772;36.643968;1.62;0.216931;0.07168;0.096611;0.146918;0.23614;0.494201;-8.4e-05;408.296943;0.24;1;0.433333;4.345644;3.061766;-0.933961;1.753285;0.56242;497.518398;0;0.486772;189;SN;54908
CSS090303:135819+201051;209.580823;20.180794;1.245155;0.166667;0.296052;0.377477;0.513978;0.59268;0.860999;0.01347;305.334639;0.271154;0.958333;0.434783;0.855559;1.086021;1.58038;2.462628;0.584513;0.750458;0.041667;0.5;24;SN;54894
CSS090303:113345+143448;173.437045;14.579939;1.085617;0.263158;0.337049;0.421378;0.646367;0.697346;0.874636;0.019742;176.121206;0.471215;1;0.722222;0.908668;1.411071;0.745016;-0.270446;0.593589;1.156236;0;0.473684;19;SN;54894
CSS090301:160553+172446;241.469479;17.412628;0.828474;0.428571;0.450277;0.586641;0.705225;0.842848;0.939193;0.022494;28.341246;0.360126;1;0.615385;0.690617;1.044211;0.352973;-1.525194;0.582759;1.107306;0;0.5;14;SN;54892
CSS090227:141241+130946;213.169951;13.16266;1.355;0.39726;0.209559;0.328195;0.565917;0.707375;0.811742;-0.000124;180.147059;0.59;1;0.6;2.630781;2.483737;-0.037055;-1.098825;0.718801;0.909475;0;0.493151;73;SN;54890
CSS090226:130548+322534;196.450403;32.42616;1.436153;0.285714;0.230292;0.393133;0.476944;0.560754;0.815743;0.00304;53.474619;0.42138;0.857143;0.666667;0.895376;1.156473;1.235939;0.361454;0.903674;12.586739;0.142857;0.428571;7;SN;54889
CSS090226:105122+083443;162.841887;8.578431;1.282701;0.4;0.674548;0.795484;0.871533;0.900938;0.961009;0.012612;62.027306;0.254724;0.666667;0.357143;0.88095;1.115837;0.263004;-1.750517;0.996123;2.166147;0.4;0.466667;15;SN;54889
CSS090226:043157+034823;67.987228;3.806402;1.32;0.310345;0.185106;0.239992;0.406673;0.467585;0.911092;6.7e-05;60.4534;0.48;1;0.571429;4.861382;3.124932;-0.70114;-0.46271;0.69358;7.588059;0;0.482759;29;SN;54889
CSS090219:124849+023905;192.205493;2.651464;0.604748;0.272727;0.066698;0.16373;0.248386;0.39747;0.687787;0.001849;178.268058;0.167797;1;0.4;0.94438;0.995373;-0.280873;0.047569;0.313795;0.140551;0;0.454545;11;SN;54882
CSS090219:095526-012821;148.857069;-1.472555;0.778461;0.454545;0.436897;0.518581;0.695646;0.867267;0.932617;0.022012;72.469096;0.495047;1;0.8;0.707618;1.218487;0.47707;-1.095349;0.522691;0.515548;0;0.454545;11;SN;54882
CSS090216:100910+075434;152.292126;7.909629;0.554223;0.428571;0.289341;0.500264;0.662524;0.824784;0.932634;0.026843;85.539583;0.289994;1;0.5;0.529435;0.782861;0.366145;-1.48355;0.408672;0.243434;0;0.428571;7;SN;54879
CSS090202:162346+114407;245.939995;11.735259;1.004549;0.636364;0.125914;0.645833;0.90166;0.98593;0.991176;0.025592;70.916909;0.615628;1;0.5;2.380897;2.824609;-0.353212;-1.641827;0.825174;0.157217;0;0.454545;11;SN;54865
CSS090202:112255-110518;170.727696;-11.088519;0.768973;0.357143;0.246748;0.326514;0.488798;0.755963;0.880032;0.007097;99.854613;0.30901;1;0.538462;0.81494;1.155765;0.33544;-0.531944;0.426017;0.347613;0;0.5;14;SN;54865
CSS090201:123216+085745;188.065775;8.962494;0.692037;0.25;0.109713;0.290435;0.44639;0.575102;0.800911;0.046881;50.999351;0.228347;1;0.571429;0.605489;0.848158;1.184284;0.54499;0.410591;0.414057;0;0.5;8;SN;54864
CSS090126:093230+174120;143.125516;17.688918;0.907422;0.2;0.04427;0.077473;0.110676;0.444172;0.777669;0.03633;17.872041;0.046005;0.8;0.5;0.803126;0.695851;1.492413;0.239765;0.712443;8.518704;0.2;0.4;5;SN;54858
CSS090125:112317+101742;170.819782;10.295078;0.720785;0.4;0.300463;0.525811;0.751159;0.844474;0.93779;-0.000624;27.729583;0.219341;1;0.5;0.675579;0.846774;0.420604;-1.677604;0.589291;4.488321;0;0.4;5;SN;54857
CSS090120:164659+272800;251.747329;27.466652;0.733135;0.6;0.338291;0.701891;0.774011;0.855749;0.942889;0.026234;87.634063;0.59085;1;0.444444;0.856837;1.30138;0.142037;-1.454271;0.525015;0.128093;0;0.5;10;SN;54852
CSS090120:101435+263642;153.64563;26.611659;1.156488;0.444444;0.161659;0.520937;0.627821;0.686624;0.880519;0.000184;152.065902;0.762734;1;0.470588;1.341392;1.951225;0.116503;-1.466726;0.759168;9.624152;0;0.5;18;SN;54852
CSS090119:111038-092826;167.65937;-9.474066;1.107437;0.307692;0.342318;0.499843;0.601376;0.749962;0.940475;0.001904;47.696703;0.504475;1;0.833333;0.789917;1.372547;0.42324;-1.291302;0.755027;1.48601;0.153846;0.461538;13;SN;54851
CSS090102:115111+244023;177.794319;24.672922;0.817621;0.290323;0.273262;0.375197;0.449123;0.601669;0.921283;0.005358;174.513098;0.225412;1;0.5;0.69374;0.887442;0.80615;0.034951;0.383696;1.778242;0;0.483871;31;SN;54834
CSS090102:130037+175057;195.156254;17.849315;0.691299;0.4;0.102601;0.196923;0.259938;0.568976;0.9636;0.009504;86.281439;0.183319;1;0.555556;0.681737;1.168529;0.318128;-0.649485;0.424686;0.523272;0;0.5;10;SN;54834
CSS081230:122202+042848;185.507128;4.479882;1.22827;0.517241;0.277897;0.54675;0.66744;0.77814;0.854144;0.011481;58.6875;0.651427;1;0.571429;2.715144;2.764319;-0.113363;-1.434336;0.734126;0.99527;0;0.482759;29;SN;54831
CSS081229:134527-104353;206.360637;-10.731453;1.576649;0.111111;0.327525;0.521038;0.688486;0.760957;0.872847;0.002137;110.769921;0.667425;0.888889;0.5;1.722057;2.282675;1.18638;0.844023;0.935079;8.451985;0.111111;0.444444;9;SN;54830
CSS081222:121150+155451;182.958711;15.914246;0.87352;0.444444;0.099647;0.407159;0.83106;0.839597;0.896859;0.012219;70.877787;0.548715;1;0.75;1.272879;1.64815;-0.156283;-1.383539;0.601566;0.360176;0;0.444444;9;SN;54823
CSS081222:093950+070348;144.957908;7.063251;0.661258;0.35;0.118825;0.208825;0.31026;0.541019;0.900796;0.005062;197.614405;0.179561;1;0.473684;0.574072;0.943353;0.601437;0.034289;0.337131;0.12973;0;0.5;20;SN;54823
CSS081220:024813+211047;42.055519;21.179899;0.879638;0.4375;0.088406;0.261677;0.458543;0.75776;0.902658;0.000277;73.687204;0.382258;1;0.6;0.772961;1.232865;0.399784;-1.047924;0.540186;2.007649;0;0.5;16;SN;54821
CSS081220:021652+135501;34.218595;13.916955;1.858534;0.25;0.530421;0.635027;0.700697;0.723536;0.856405;0.004088;64.562311;0.859699;0.875;0.714286;1.250775;1.904003;0.756331;-0.496459;1.189641;2.055845;0.125;0.5;8;SN;54821
CSS081201:103354-032125;158.474205;-3.35687;0.878585;0.37037;0.10494;0.254078;0.40752;0.572465;0.814611;0.007638;122.097692;0.353237;1;0.5;1.198915;1.641924;-0.001054;-0.743299;0.484781;0.576791;0;0.481481;27;SN;54802
CSS081130:082817+302454;127.071576;30.415092;1.303641;0.318182;0.105594;0.333582;0.45008;0.631672;0.924059;-0.001238;122.054305;0.597997;1;0.428571;2.01709;2.449154;-0.078459;-0.982699;0.741755;0.959452;0;0.5;22;SN;54801
CSS081130:094657+230810;146.737124;23.135904;1.033173;0.2;0.294488;0.515354;0.736221;0.835138;0.934055;0.001405;82.630833;0.310186;1;0.75;0.801603;1.062236;0.701663;-1.107685;0.790348;8.40251;0.2;0.4;5;SN;54801
CSS081130:100703+175224;151.76223;17.873492;0.944078;0.466667;0.26983;0.355787;0.559824;0.827549;0.919421;0.00732;140.383558;0.361543;1;0.448276;0.784389;1.146115;0.554044;-0.534904;0.48034;0.201306;0;0.5;30;SN;54801
CSS081122:094326+251022;145.859384;25.172775;2.244978;0.307692;0.135652;0.605241;0.97046;0.982748;0.991473;0.037165;35.600365;0.614441;0.615385;0.5;0.9718;1.717497;0.517668;-1.504091;1.673857;459.19408;0.384615;0.461538;13;SN;54793
CSS081119:045323+130105;73.346136;13.017945;0.805631;0.25;0.534515;0.710398;0.811501;0.830346;0.912997;0.088458;53.623238;0.500636;1;0.571429;0.641787;1.123958;0.350458;-1.343737;0.57376;0.149571;0;0.5;8;SN;54790
CSS081119:015930-012621;29.876066;-1.439254;0.936618;0.583333;0.045635;0.372922;0.832244;0.905865;0.945941;0.031314;26.32297;0.6513;1;0.545455;1.008122;1.556821;0.274891;-1.475888;0.705773;1.388392;0;0.5;12;SN;54790
CSS081119:013055-014208;22.728238;-1.702325;0.57205;0.416667;0.086389;0.416759;0.802726;0.844618;0.905789;-0.015623;25.977549;0.148316;1;0.545455;0.561677;0.740418;0.65029;-1.385282;0.416415;0.614815;0;0.5;12;SN;54790
CSS081107:031931+190319;49.880866;19.055157;0.666182;0.428571;0.28966;0.49826;0.637688;0.777117;0.911118;0.000381;21.31;0.324246;1;0.333333;0.604859;0.875104;0.35016;-1.525787;0.506036;222.359999;0;0.428571;7;SN;54778
CSS081106:091244+095548;138.181816;9.930178;2.13;0.173387;0.063799;0.133285;0.191772;0.282833;0.459099;-1.5e-05;225.206612;0.23;0.983871;0.533333;14.99558;2.177204;-2.316317;8.887491;0.576781;1004.096869;0;0.491935;248;SN;54777
CSS081103:043926+090832;69.859178;9.14209;0.293724;0.2;0.109335;0.191336;0.273337;0.545835;0.818334;-0.015238;98.89697;0.146753;1;0.5;0.450959;0.513098;-0.996274;-0.385409;0.208377;0.039992;0;0.4;5;SN;54774
CSS081102:022237-090760;35.652732;-9.13325;0.814987;0.166667;0.524197;0.635194;0.746192;0.850158;0.940063;0.044552;125.912526;0.427438;1;0.4;0.680971;1.049653;0.545348;-1.135587;0.60438;0.136135;0;0.5;6;SN;54773
CSS081031:015232+332752;28.132091;33.464503;0.838706;0.4;0.29326;0.436507;0.608489;0.667565;0.853978;0.025312;76.109512;0.375814;1;0.571429;1.098169;1.554957;0.403435;-0.901884;0.527047;0.130374;0;0.466667;15;SN;54771
CSS081031:023228+300051;38.114951;30.014134;1.009039;0.3;0.200325;0.376881;0.505914;0.647956;0.816297;-0.001669;121.53369;0.333904;1;0.444444;0.765086;1.258726;0.816285;-0.441398;0.605532;2.001496;0;0.5;10;SN;54771
CSS081030:011341+044718;18.422774;4.78822;0.915495;0.217391;0.245525;0.453939;0.507499;0.66284;0.885189;0.006116;56.478593;0.227793;1;0.5;0.726149;0.797543;1.588809;3.43375;0.394252;2.271128;0;0.478261;23;SN;54770
CSS081030:043655-002136;69.229901;-0.359915;1.689197;0.135135;0.270272;0.402277;0.509507;0.728368;0.844386;0.003122;59.57395;0.268281;0.945946;0.633333;0.935157;1.027037;2.054894;4.913056;0.683924;4707.1282;0.054054;0.486486;37;SN;54770
CSS081029:224444-030851;341.181944;-3.14753;0.766283;0.2;0.247764;0.433587;0.619409;0.762131;0.904852;0.056842;103.186299;0.344834;1;0.75;0.665106;0.948674;0.835775;-0.734173;0.560789;0.379797;0;0.4;5;SN;54769
CSS081028:084321+375334;130.839265;37.892852;0.823928;0.4;0.179231;0.23067;0.365933;0.693376;0.914056;0.010631;133.97057;0.201411;1;0.5;0.652756;1.140066;0.568502;-0.664488;0.478859;0.119192;0;0.466667;15;SN;54768
CSS081027:052455-084726;81.229636;-8.790521;0.659991;0.333333;0.095199;0.309886;0.596216;0.733375;0.883209;0.043235;81.595417;0.218859;1;0.625;0.613398;0.821402;0.908191;-0.441781;0.421362;0.267446;0;0.444444;9;SN;54767
CSS081025:020848+284946;32.19965;28.82958;0.315793;0.333333;0.095618;0.192977;0.290337;0.462703;0.785081;0.008445;33.366757;0.096903;1;0.6;0.37301;0.498453;-0.294214;-0.461166;0.191996;0.114816;0;0.5;6;SN;54765
CSS081009:012523-181020;21.345917;-18.172311;1.443823;0.090909;0.224903;0.563877;0.716911;0.784418;0.866812;0.001632;81.533706;0.472805;0.909091;0.6;0.88602;1.336843;1.252825;0.883338;0.83521;452.930175;0.090909;0.454545;11;SN;54749
CSS081009:002151-163204;5.464029;-16.534536;1.29;0.25;0.064422;0.171285;0.287286;0.518265;0.821706;0.00095;148.247978;0.23;0.958333;0.434783;0.84512;1.346554;1.530185;1.313675;0.667532;7.113518;0.083333;0.5;24;SN;54749
CSS081002:233906-151030;354.775882;-15.175087;0.928338;0.333333;0.180005;0.292638;0.365201;0.589157;0.873704;0.004742;72.489367;0.341194;1;0.636364;0.778814;1.310106;0.950512;0.397828;0.512374;0.655255;0;0.5;12;SN;54742
CSS081001:003705-060939;9.269814;-6.161075;0.890026;0.25;0.32076;0.45166;0.536416;0.570414;0.77653;0.015377;89.742283;0.404231;1;0.428571;1.12379;1.398977;0.17647;-0.934194;0.539895;0.093929;0;0.5;8;SN;54741
CSS080929:214512-122040;326.299202;-12.344613;0.497234;0.222222;0.290224;0.475234;0.643914;0.685452;0.808763;0.004359;23.994757;0.213718;1;0.625;0.5089;0.618028;0.802997;-0.357216;0.305727;0.700698;0;0.444444;9;SN;54739
CSS080928:160837+041627;242.155189;4.274051;0.457368;0.375;0.220608;0.542612;0.678285;0.772716;0.897288;-0.003865;31.030165;0.183843;1;0.4;0.478235;0.615551;0.556914;-1.093197;0.289406;0.499502;0;0.5;16;SN;54738
CSS080924:044524+182425;71.349968;18.406932;0.992483;0.166667;0.252519;0.472107;0.691694;0.865072;0.946029;0.019441;35.796078;0.218543;1;0.8;0.800218;0.98999;0.805384;-1.043678;0.756508;0.724408;0.166667;0.5;6;SN;54734
CSS080924:040630+145214;61.622978;14.870434;0.829244;0.25;0.812363;0.84842;0.870016;0.875703;0.934383;0.042275;41.649573;0.595609;1;0.428571;0.657441;1.159446;0.113502;-1.816657;0.666151;0.327394;0;0.5;8;SN;54734
CSS080923:012133+294114;20.386564;29.687182;0.485249;0.296296;0.189121;0.361262;0.501674;0.538256;0.883783;0.003635;78.298342;0.164868;1;0.538462;0.420986;0.600663;0.308924;-0.151072;0.224173;0.148856;0;0.481481;27;SN;54733
CSS080923:005911+270037;14.794701;27.010169;0.79716;0.333333;0.38049;0.587649;0.755704;0.785999;0.870797;0.056526;54.803161;0.433493;1;0.75;0.632572;1.087567;0.652309;-0.621535;0.511685;2.72021;0;0.444444;9;SN;54733
CSS080923:021134+235250;32.891574;23.880321;0.838124;0.5;0.071569;0.196799;0.589444;0.850289;0.926992;0.033227;48.061411;0.561903;1;0.692308;1.045328;1.439664;0.060464;-1.187333;0.536322;0.700352;0;0.5;14;SN;54733
CSS080923:011149+143826;17.954929;14.640636;1.78;0.183406;0.071544;0.126702;0.185697;0.268838;0.488544;-8.8e-05;172.21135;0.24;0.982533;0.4;7.87156;2.363042;-1.782452;4.923734;0.548968;1720.604833;0;0.497817;229;SN;54733
CSS080922:003900+191356;9.751299;19.232061;0.157197;0.5;0.529995;0.716937;0.822008;0.837023;0.915708;0.014212;49.743876;0.120727;1;0.571429;0.172856;0.271948;-0.076271;-1.755491;0.121405;0.059692;0;0.5;8;SN;54732
CSS080922:231617+114248;349.069081;11.713156;0.577927;0.34375;0.284059;0.53932;0.595849;0.729175;0.958641;0.008273;18.58991;0.271569;1;0.633333;0.510384;0.81865;0.567502;-0.895906;0.353319;114.487827;0;0.5;32;SN;54732
CSS080922:020008-112029;30.033644;-11.341592;0.526695;0.125;0.134471;0.18912;0.288028;0.435623;0.730165;0.018807;61.081176;0.091906;1;0.714286;0.570413;0.554303;1.844264;2.003536;0.323248;0.130257;0;0.5;8;SN;54732
CSS080921:012706+031306;21.774152;3.218292;1.093603;0.411765;0.371253;0.430563;0.540604;0.833628;0.896106;0.032525;62.653718;0.545792;1;0.625;1.813105;2.14008;0.078039;-1.356411;0.683248;234.99724;0;0.470588;17;SN;54731
CSS080920:005959-090032;14.995303;-9.008967;0.505226;0.222222;0.124677;0.1813;0.21948;0.487379;0.777319;0.030556;37.744321;0.131924;1;0.75;0.493214;0.636729;1.099279;0.613261;0.280521;0.273467;0;0.444444;9;SN;54730
CSS080906:030704+161952;46.767967;16.331137;0.374617;0.285714;0.086359;0.183141;0.536019;0.888898;0.969189;0.026926;81.112463;0.099797;1;0.666667;0.433738;0.545961;0.810543;-1.142485;0.291839;3.417798;0;0.428571;7;SN;54716
CSS080624:143057+222154;217.735708;22.365043;0.981053;0.125;0.103565;0.220969;0.398223;0.641313;0.862958;-0.001928;94.06718;0.220916;1;0.285714;0.77611;1.002873;1.442096;0.888508;0.607998;2.300479;0.125;0.5;8;SN;54642
CSS080608:003511+231515;8.797265;23.254253;0.72225;0.333333;0.034409;0.375366;0.716323;0.953024;0.981209;0.052926;31.485303;0.16557;1;0.6;0.684618;0.861421;0.668183;-1.497918;0.626629;1.175166;0;0.5;6;SN;54626
CSS080514:145613+185115;224.055373;18.854135;0.969079;0.25;0.440328;0.658536;0.732392;0.747463;0.78952;0.012194;107.201183;0.283957;1;0.545455;0.761708;0.944813;0.644888;-0.840564;0.588428;0.476116;0.083333;0.5;12;SN;54601
CSS080508:112311+341251;170.795417;34.21414;0.658382;0.272727;0.176479;0.256427;0.358234;0.511934;0.747559;0.00778;101.733232;0.196734;1;0.6;0.550507;0.848006;0.96263;0.099695;0.363921;0.55159;0;0.454545;11;SN;54595
CSS080507:154041+192909;235.169904;19.485639;0.845125;0.368421;0.086708;0.227436;0.427215;0.677318;0.87267;0.001795;167.852374;0.212832;1;0.566667;0.791338;0.876056;0.572964;0.467824;0.344049;0.08563;0;0.5;38;SN;54594
CSS080506:134332+210640;205.884419;21.11119;0.713065;0.222222;0.101524;0.245062;0.422299;0.655682;0.874181;0.026181;52.575387;0.161058;1;0.625;0.670601;0.795607;1.210759;0.195131;0.445254;0.391253;0;0.444444;9;SN;54593
CSS080505:160625+100521;241.604253;10.089391;0.651168;0.421053;0.340592;0.565013;0.700424;0.8206;0.950731;0.006128;65.667023;0.257614;1;0.444444;0.617617;0.849462;0.472418;-1.385804;0.453907;5.93858;0;0.473684;19;SN;54592
CSS080505:155415+105825;238.563109;10.9736;0.622767;0.294118;0.202141;0.282138;0.412411;0.73351;0.844177;0.001917;205.594916;0.191482;1;0.5;0.543801;0.85092;0.706186;-0.61482;0.342712;0.301026;0;0.5;34;SN;54592
CSS080505:142258-064050;215.741157;-6.680575;0.329673;0.375;0.035686;0.070986;0.240987;0.559159;0.836048;0.003738;61.603811;0.104964;1;0.714286;0.306978;0.497419;0.584849;-0.208585;0.192366;0.12254;0;0.5;8;SN;54592
CSS080503:212401+020155;321.00532;2.031942;0.716836;0.5;0.091314;0.337029;0.582744;0.788795;0.915518;0.006776;133.97619;0.513865;1;0.4;0.819972;1.230096;0.124691;-1.362849;0.511455;0.185537;0;0.5;6;SN;54590
CSS080429:132846+251644;202.193732;25.278972;1.53;0.512195;0.492126;0.646094;0.81104;0.876248;0.943809;0.000671;56.105611;0.93;1;0.533333;4.19996;4.606364;-0.100725;-1.680041;1.06761;2.852753;0;0.487805;41;SN;54586
CSS080429:133913+205604;204.805307;20.934454;0.336618;0.428571;0.218738;0.384072;0.559651;0.735231;0.894888;0.027431;63.585421;0.203305;1;0.5;0.303898;0.545216;0.251227;-1.111756;0.223638;0.085896;0;0.428571;7;SN;54586
CSS080427:152242+302208;230.67636;30.368847;0.962556;0.35;0.202305;0.515392;0.585005;0.694562;0.814931;0.017385;92.026698;0.506987;1;0.473684;1.786955;1.495823;-0.105129;-0.958832;0.507232;0.369247;0;0.5;20;SN;54584
CSS080426:084328+302346;130.865855;30.395935;0.77978;0.454545;0.093528;0.585007;0.808561;0.88653;0.941256;0.049897;42.32062;0.241265;1;0.7;0.684311;0.955811;0.514198;-1.570293;0.600974;0.375966;0;0.454545;11;SN;54583
CSS080425:105836+120048;164.649847;12.013332;0.99908;0.25;0.26608;0.398217;0.533559;0.672428;0.855662;0.002641;53.894037;0.41821;1;0.428571;0.743947;1.185662;0.936244;-0.040883;0.612605;2.027168;0;0.5;8;SN;54582
